Year,Month,Day,City_encoded,State_encoded,Store type_encoded
2023,2,27,30,19,0
2016,11,14,29,27,1
2015,1,16,24,1,1
2012,2,22,40,27,1
2020,4,24,28,25,1
2007,5,18,13,16,0
2019,10,9,25,18,1
2015,1,7,22,11,1
2013,1,4,27,30,1
2013,11,1,8,22,1
2021,2,19,4,5,0
2018,8,6,54,20,1
2019,4,17,4,5,1
2016,6,3,41,4,0
2013,5,27,13,16,0
2018,6,11,5,25,1
2009,11,6,25,18,1
2019,12,18,9,5,0
2011,8,10,30,19,0
2007,12,31,40,27,1
2016,8,26,8,22,0
2017,6,7,41,4,0
2016,5,16,25,18,0
2022,7,22,16,9,0
2021,7,30,54,20,1
2022,9,5,52,14,0
2017,5,12,31,13,0
2013,5,27,42,17,0
2017,2,22,14,24,0
2008,4,16,47,4,1
2024,3,1,14,24,1
2011,7,11,26,15,1
2017,11,6,26,15,1
2012,10,19,9,5,0
2017,2,24,29,27,0
2008,4,23,34,20,1
2018,10,1,40,27,0
2015,10,5,48,29,0
2016,9,28,25,18,0
2009,6,1,43,1,0
2010,11,8,34,20,1
2022,10,26,34,20,0
2020,1,10,28,25,0
2019,7,5,29,27,1
2018,6,29,31,13,1
2015,8,5,26,15,0
2016,7,18,44,28,1
2013,10,18,44,28,0
2016,7,18,41,4,0
2022,4,22,40,27,0
2019,12,27,46,6,1
2011,4,20,24,1,0
2012,5,4,7,11,1
2021,11,5,45,10,0
2018,3,2,35,21,1
2017,10,16,55,31,1
2007,8,27,52,14,1
2022,10,31,30,19,1
2023,11,27,6,27,0
2009,7,20,26,15,0
2013,6,5,55,31,1
2008,4,25,41,4,0
2010,10,22,11,29,1
2018,4,16,21,2,1
2013,5,31,8,22,0
2021,12,31,3,22,0
2016,9,14,35,21,0
2012,3,26,49,26,1
2007,4,26,26,15,1
2015,9,11,48,29,1
2018,2,12,6,27,1
2010,9,10,16,9,0
2012,10,22,2,3,0
2017,9,6,35,21,0
2016,3,2,50,29,0
2013,2,22,30,19,1
2007,4,3,10,12,1
2023,1,25,8,22,0
2011,8,12,38,23,1
2014,12,12,22,11,1
2010,10,20,33,29,0
2012,12,24,42,17,1
2011,9,30,37,6,0
2007,5,16,13,16,1
2011,11,30,29,27,0
2011,1,10,51,8,1
2007,3,22,38,23,0
2022,1,12,48,29,0
2014,5,23,11,29,0
2017,8,30,40,27,1
2017,5,8,54,20,1
2009,4,13,48,29,1
2022,9,30,35,21,1
2014,12,10,43,1,0
2008,8,27,28,25,1
2016,12,14,8,22,1
2010,5,17,31,13,1
2018,8,20,47,4,0
2020,8,28,11,29,1
2014,12,24,15,8,0
2013,12,27,53,18,0
2012,8,6,18,9,0
2022,8,10,11,29,0
2014,2,14,24,1,0
2012,8,22,22,11,0
2007,5,12,13,16,0
2009,1,9,6,27,1
2010,11,19,40,27,0
2022,6,22,54,20,0
2014,12,19,52,14,1
2023,9,18,9,5,1
2010,2,15,19,25,1
2020,7,31,15,8,0
2013,3,1,29,27,0
2010,4,16,11,29,1
2013,7,15,44,28,1
2007,5,8,45,10,0
2017,5,22,19,25,0
2016,11,28,16,9,0
2016,5,23,11,29,1
2023,1,18,13,16,0
2017,8,4,2,3,0
2020,3,13,8,22,0
2022,4,11,25,18,0
2011,8,19,8,22,1
2013,9,2,32,6,1
2020,3,20,12,7,0
2016,6,22,27,30,0
2012,1,9,8,22,1
2021,8,4,2,3,1
2008,10,24,9,5,1
2010,4,19,35,21,1
2014,2,24,35,21,0
2022,10,19,52,14,0
2017,5,17,28,25,0
2013,10,23,31,13,0
2018,2,16,27,30,1
2012,1,11,39,25,1
2022,9,28,43,1,0
2020,3,2,2,3,0
2011,9,23,31,13,0
2015,1,28,8,22,1
2017,7,5,37,6,1
2017,6,26,34,20,0
2021,4,7,8,22,1
2010,8,30,47,4,0
2018,2,2,35,21,1
2009,4,3,52,14,1
2016,4,22,8,22,0
2007,10,1,34,20,0
2009,6,8,10,12,1
2009,2,4,3,22,0
2021,3,19,19,25,1
2012,6,11,42,17,1
2008,5,16,9,5,1
2015,7,31,34,20,0
2021,2,15,27,30,1
2015,12,21,36,27,1
2022,4,18,4,5,0
2009,10,30,37,6,0
2013,1,28,52,14,1
2016,2,26,45,10,0
2018,12,5,40,27,0
2019,6,7,40,27,0
2012,1,6,54,20,1
2022,7,13,34,20,1
2019,3,25,51,8,0
2015,10,19,45,10,1
2015,5,29,31,13,0
2019,6,28,9,5,0
2020,1,31,25,18,0
2017,3,6,15,8,0
2015,3,23,0,12,1
2015,1,23,31,13,0
2011,7,18,3,22,0
2023,8,25,18,9,1
2012,3,26,7,11,0
2009,7,29,38,23,0
2019,11,27,37,6,1
2016,9,19,0,12,0
2019,8,5,25,18,0
2020,8,21,30,19,0
2018,12,3,16,9,1
2014,11,3,32,6,0
2022,2,28,35,21,0
2023,11,6,52,14,1
2016,2,5,36,27,0
2009,1,23,11,29,0
2022,5,23,50,29,1
2011,3,23,54,20,1
2008,4,28,55,31,0
2008,3,7,28,25,0
2013,11,6,30,19,1
2013,1,14,8,22,0
2012,1,20,0,12,0
2019,9,2,43,1,0
2012,5,28,39,25,0
2021,11,29,55,31,1
2020,3,4,52,14,1
2011,12,9,47,4,0
2015,11,25,11,29,1
2010,5,3,35,21,1
2007,6,13,55,31,1
2016,6,1,23,27,0
2008,10,20,10,12,0
2021,7,2,0,12,1
2020,10,7,47,4,1
2016,3,23,10,12,0
2007,6,8,49,26,1
2016,10,24,10,12,1
2009,9,28,25,18,0
2013,4,26,29,27,0
2010,7,26,38,23,1
2007,1,25,25,18,0
2013,11,13,36,27,1
2008,4,21,3,22,0
2023,10,18,42,17,0
2015,6,5,49,26,1
2019,2,11,44,28,0
2014,8,4,21,2,1
2007,8,13,55,31,0
2017,1,6,31,13,1
2012,2,13,21,2,0
2012,3,16,23,27,1
2011,5,16,2,3,0
2010,9,1,37,6,0
2013,4,10,40,27,0
2023,2,17,23,27,1
2015,12,21,17,14,1
2018,8,22,2,3,0
2017,10,13,42,17,0
2019,5,22,47,4,1
2011,5,23,26,15,1
2015,3,25,32,6,1
2008,9,29,42,17,1
2022,12,12,12,7,0
2020,2,19,54,20,0
2016,1,6,55,31,0
2021,10,27,37,6,0
2019,1,14,46,6,0
2016,1,11,31,13,1
2022,10,21,3,22,0
2011,11,4,29,27,0
2013,11,15,14,24,1
2010,5,17,11,29,0
2017,9,18,29,27,1
2018,7,23,29,27,1
2007,6,7,5,25,1
2013,8,14,2,3,0
2021,12,15,49,26,1
2008,6,4,47,4,1
2013,6,3,26,15,1
2014,12,8,19,25,0
2016,4,22,48,29,1
2016,2,15,52,14,0
2021,6,14,41,4,1
2016,5,6,26,15,1
2013,5,6,43,1,1
2011,11,16,25,18,1
2013,6,5,51,8,1
2008,7,30,34,20,0
2020,11,6,8,22,0
2014,9,15,2,3,0
2023,3,24,35,21,1
2021,8,13,9,5,0
2017,7,21,43,1,0
2023,8,11,45,10,0
2014,6,6,26,15,1
2011,7,4,2,3,0
2012,5,14,44,28,1
2015,2,13,33,29,0
2020,1,10,44,28,0
2021,2,5,48,29,1
2016,10,14,53,18,1
2018,9,21,43,1,0
2009,10,12,33,29,1
2007,12,10,11,29,0
2007,2,24,26,15,1
2008,2,29,21,2,1
2020,10,5,21,2,0
2017,11,3,44,28,0
2007,3,23,35,21,0
2023,9,27,22,11,1
2008,10,31,13,16,0
2009,11,9,24,1,0
2018,9,12,29,27,1
2022,5,11,28,25,1
2012,10,12,50,29,1
2011,3,28,21,2,0
2015,2,23,47,4,1
2022,6,1,7,11,1
2023,4,28,0,12,1
2019,2,1,48,29,0
2011,4,11,25,18,0
2008,1,2,54,20,1
2009,10,28,11,29,1
2024,2,23,42,17,1
2008,7,23,3,22,1
2022,2,23,47,4,0
2021,6,28,25,18,0
2017,11,17,42,17,0
2016,8,1,4,5,0
2009,11,30,15,8,0
2015,4,24,55,31,0
2021,11,5,3,22,0
2013,12,27,22,11,0
2012,8,3,3,22,0
2007,2,26,38,23,0
2012,8,22,39,25,1
2020,10,2,49,26,1
2014,3,28,54,20,0
2010,8,30,12,7,0
2008,5,2,53,18,1
2015,5,29,20,11,0
2013,1,28,33,29,0
2015,12,11,16,9,1
2010,12,20,10,12,1
2010,8,18,52,14,1
2022,2,14,13,16,0
2015,6,19,11,29,1
2016,11,11,14,24,0
2019,6,24,48,29,0
2007,2,23,5,25,1
2008,9,10,34,20,1
2014,10,22,44,28,0
2012,8,10,7,11,1
2022,6,24,53,18,0
2013,12,11,42,17,0
2022,4,20,17,14,1
2021,6,23,43,1,0
2013,8,16,8,22,1
2013,1,28,41,4,0
2023,12,6,49,26,0
2010,8,18,42,17,0
2021,9,22,54,20,0
2016,1,11,41,4,1
2013,7,15,23,27,0
2024,2,14,44,28,1
2009,4,29,8,22,1
2021,10,11,30,19,1
2015,5,11,45,10,0
2016,9,26,24,1,0
2011,8,17,6,27,1
2014,11,7,10,12,0
2017,9,20,28,25,0
2008,8,4,42,17,0
2022,9,2,1,0,1
2013,1,28,20,11,0
2014,11,19,51,8,1
2018,12,26,14,24,1
2020,10,19,35,21,0
2009,10,2,23,27,0
2019,12,9,3,22,1
2009,6,12,19,25,1
2021,1,27,9,5,1
2023,5,19,43,1,0
2018,11,26,7,11,1
2020,11,23,3,22,1
2013,8,21,16,9,0
2022,10,21,46,6,0
2017,11,13,48,29,1
2020,2,24,37,6,1
2017,12,27,28,25,0
2013,5,15,33,29,0
2018,8,22,29,27,0
2015,9,14,16,9,1
2011,6,13,42,17,0
2022,7,11,3,22,1
2023,2,27,54,20,0
2008,11,7,43,1,1
2007,4,27,38,23,0
2018,12,24,36,27,1
2011,6,8,3,22,0
2012,10,31,6,27,1
2018,11,28,17,14,1
2022,6,15,23,27,1
2012,8,15,22,11,0
2009,4,29,37,6,0
2023,3,1,21,2,0
2013,7,26,11,29,0
2016,4,6,52,14,1
2019,3,6,15,8,0
2009,11,25,38,23,0
2011,9,26,15,8,1
2022,9,23,13,16,1
2017,2,22,16,9,0
2007,11,12,31,13,1
2011,9,14,43,1,1
2021,9,17,5,25,1
2011,8,1,5,25,1
2016,2,12,13,16,1
2017,8,14,31,13,0
2009,3,23,0,12,0
2010,8,30,48,29,1
2015,7,29,27,30,0
2021,4,9,41,4,1
2010,4,7,28,25,0
2018,4,4,52,14,0
2017,5,12,17,14,1
2007,4,4,10,12,1
2009,11,11,4,5,0
2014,9,19,5,25,0
2018,11,23,20,11,0
2018,7,6,31,13,0
2018,8,13,9,5,0
2022,7,1,47,4,0
2022,1,17,50,29,1
2015,1,28,24,1,1
2009,1,19,20,11,0
2016,10,3,1,0,1
2010,11,29,0,12,0
2022,9,14,18,9,0
2008,11,14,31,13,0
2007,1,25,24,1,1
2013,2,11,3,22,1
2007,4,19,50,29,0
2019,11,15,19,25,1
2022,9,9,16,9,0
2007,6,13,49,26,0
2015,3,2,19,25,0
2017,1,13,55,31,1
2017,7,5,20,11,1
2008,6,2,0,12,1
2007,6,27,27,30,1
2014,4,28,4,5,1
2013,10,9,27,30,0
2023,9,27,26,15,0
2009,2,27,10,12,1
2008,7,25,49,26,0
2019,5,29,23,27,1
2013,5,10,20,11,1
2016,12,19,51,8,0
2021,1,18,54,20,0
2007,3,28,25,18,1
2016,9,2,14,24,0
2019,6,3,4,5,1
2012,11,28,21,2,0
2020,3,25,5,25,1
2009,9,21,40,27,0
2009,1,2,35,21,0
2016,4,8,41,4,0
2011,5,16,43,1,1
2010,2,3,3,22,0
2017,1,6,9,5,1
2007,3,15,36,27,0
2012,7,16,27,30,0
2019,10,16,9,5,0
2010,8,6,30,19,1
2010,11,24,44,28,0
2015,2,6,24,1,0
2019,11,20,9,5,1
2012,1,9,35,21,0
2014,12,22,18,9,0
2021,8,2,50,29,1
2017,3,27,8,22,0
2019,4,22,14,24,0
2023,6,2,19,25,1
2012,4,27,22,11,1
2011,11,28,18,9,1
2008,12,3,1,0,1
2018,12,31,43,1,1
2016,1,4,3,22,1
2008,7,7,26,15,1
2014,4,4,42,17,0
2011,1,14,5,25,0
2009,6,15,33,29,1
2020,3,27,36,27,1
2007,2,16,28,25,0
2019,12,23,6,27,0
2016,9,19,43,1,1
2017,5,29,44,28,0
2018,9,7,7,11,0
2007,1,15,2,3,0
2016,4,8,34,20,0
2023,3,29,32,6,1
2019,7,22,46,6,1
2014,10,27,9,5,0
2022,9,19,12,7,0
2018,6,11,30,19,0
2017,12,18,17,14,1
2013,6,26,44,28,0
2021,5,31,23,27,0
2010,8,11,36,27,0
2013,4,24,8,22,0
2013,8,16,0,12,0
2018,6,8,29,27,0
2012,5,30,12,7,1
2019,4,29,37,6,0
2014,5,23,9,5,1
2021,10,11,15,8,0
2014,7,7,17,14,0
2014,2,19,2,3,1
2014,6,20,46,6,1
2019,2,11,38,23,1
2019,12,20,19,25,0
2011,1,14,33,29,1
2009,5,25,31,13,0
2008,4,16,20,11,1
2008,1,11,21,2,0
2009,6,24,45,10,1
2013,8,30,9,5,1
2016,11,28,26,15,0
2009,2,27,44,28,1
2009,2,25,42,17,0
2023,11,3,34,20,0
2013,2,27,14,24,1
2010,1,25,48,29,0
2007,1,26,31,13,1
2008,1,25,10,12,1
2009,8,21,37,6,1
2019,8,16,37,6,1
2008,3,24,22,11,1
2016,2,8,6,27,1
2022,6,1,4,5,1
2021,4,28,51,8,1
2023,5,24,54,20,0
2023,8,25,34,20,0
2012,3,28,9,5,1
2008,6,25,5,25,1
2014,10,13,41,4,1
2014,2,5,10,12,1
2012,5,4,6,27,0
2011,6,3,11,29,1
2016,8,29,14,24,1
2015,11,9,19,25,1
2012,10,19,16,9,1
2017,3,29,5,25,1
2014,8,29,23,27,0
2017,8,28,49,26,0
2023,1,4,55,31,0
2009,7,3,27,30,0
2022,3,23,52,14,1
2021,7,21,9,5,0
2015,12,9,54,20,0
2020,12,14,18,9,0
2017,11,27,42,17,0
2008,4,18,30,19,1
2022,5,6,52,14,0
2015,3,23,19,25,1
2020,3,30,28,25,0
2007,4,14,26,15,0
2018,4,9,55,31,1
2007,3,16,5,25,0
2009,4,3,50,29,1
2007,12,24,44,28,0
2018,1,17,31,13,0
2009,10,23,36,27,0
2012,12,5,4,5,0
2007,5,29,12,7,0
2018,3,16,15,8,0
2010,4,21,11,29,0
2017,4,26,51,8,1
2014,8,13,50,29,0
2021,2,19,21,2,1
2011,4,1,29,27,1
2018,7,18,17,14,0
2016,7,27,18,9,0
2020,8,7,51,8,1
2012,3,12,13,16,1
2012,8,8,43,1,1
2008,9,26,14,24,1
2023,4,26,47,4,0
2021,7,7,40,27,1
2013,12,11,45,10,0
2013,11,11,10,12,1
2024,2,9,28,25,1
2014,9,24,4,5,1
2013,4,1,9,5,1
2019,6,14,2,3,1
2008,11,14,35,21,0
2014,4,16,52,14,1
2016,3,9,19,25,0
2017,4,26,48,29,0
2008,11,26,50,29,0
2015,4,27,45,10,0
2014,1,22,21,2,1
2023,9,6,2,3,0
2013,2,15,11,29,1
2019,5,10,25,18,0
2019,4,8,19,25,1
2012,4,9,14,24,0
2016,8,12,43,1,0
2021,4,28,37,6,1
2007,2,16,22,11,1
2016,7,22,30,19,1
2012,11,28,49,26,0
2017,6,14,12,7,0
2008,12,26,49,26,0
2018,6,20,31,13,0
2007,2,27,50,29,0
2016,7,27,46,6,1
2020,1,20,49,26,1
2010,10,8,51,8,1
2014,3,26,34,20,1
2021,2,26,43,1,0
2007,11,26,16,9,0
2020,9,14,25,18,1
2007,3,20,19,25,1
2022,8,19,53,18,1
2012,9,26,7,11,1
2021,3,17,14,24,1
2009,5,20,16,9,1
2015,2,27,28,25,0
2019,7,31,54,20,1
2013,8,12,52,14,1
2014,2,7,27,30,0
2018,9,19,17,14,0
2023,6,9,15,8,1
2019,2,15,28,25,1
2018,6,8,55,31,1
2016,1,18,50,29,1
2023,10,16,34,20,1
2016,5,4,9,5,0
2020,8,5,4,5,0
2010,5,21,10,12,0
2018,6,20,24,1,1
2012,11,7,12,7,0
2008,5,12,8,22,0
2010,7,21,11,29,0
2012,6,20,27,30,0
2021,10,25,2,3,1
2014,12,10,53,18,1
2008,11,26,19,25,0
2017,4,10,18,9,1
2023,11,8,43,1,1
2012,8,24,2,3,1
2017,2,13,50,29,1
2012,4,23,19,25,1
2011,2,16,41,4,0
2011,1,21,10,12,0
2010,10,4,1,0,1
2009,9,28,19,25,0
2014,10,1,9,5,1
2009,5,11,22,11,1
2018,11,28,55,31,1
2019,7,17,12,7,1
2019,3,1,53,18,1
2016,11,7,5,25,0
2007,5,10,11,29,0
2012,11,9,19,25,1
2017,8,11,20,11,0
2020,2,5,52,14,0
2021,3,3,43,1,1
2009,10,28,17,14,1
2007,11,20,38,23,1
2018,10,29,18,9,0
2022,8,8,51,8,1
2020,9,21,41,4,0
2012,2,10,41,4,0
2016,10,14,40,27,0
2017,1,30,14,24,1
2022,11,28,8,22,0
2015,2,11,30,19,1
2015,12,4,31,13,0
2011,9,30,25,18,1
2013,4,8,25,18,0
2010,12,27,10,12,1
2015,7,8,42,17,0
2021,2,3,30,19,0
2020,10,26,48,29,0
2023,9,20,6,27,0
2014,1,27,16,9,1
2009,4,24,44,28,0
2007,9,24,37,6,0
2010,7,26,28,25,1
2007,1,24,25,18,0
2014,9,26,8,22,0
2017,10,2,48,29,0
2008,7,4,33,29,0
2013,12,11,13,16,1
2016,1,20,5,25,1
2014,1,22,6,27,1
2017,10,9,32,6,1
2012,12,7,11,29,0
2012,5,28,24,1,0
2008,5,16,43,1,0
2019,1,9,45,10,0
2015,6,26,17,14,0
2019,5,31,22,11,0
2017,6,9,7,11,0
2010,5,28,54,20,1
2009,3,4,53,18,0
2007,3,6,53,18,1
2018,12,5,0,12,1
2015,10,30,27,30,0
2019,2,11,43,1,0
2018,6,1,35,21,1
2020,12,21,14,24,1
2018,9,10,41,4,1
2014,8,4,41,4,1
2017,10,4,2,3,1
2010,8,4,55,31,0
2018,8,22,3,22,0
2011,1,10,40,27,1
2018,1,24,26,15,1
2015,8,12,31,13,0
2010,12,24,6,27,1
2013,11,15,44,28,1
2023,10,18,17,14,1
2012,9,5,47,4,1
2014,11,5,33,29,1
2007,7,23,15,8,1
2009,6,22,21,2,0
2019,7,22,50,29,1
2016,8,5,2,3,0
2010,11,24,29,27,0
2017,10,23,14,24,0
2014,8,18,38,23,1
2018,10,24,25,18,1
2015,12,4,48,29,0
2021,12,17,48,29,0
2017,8,14,17,14,0
2013,3,11,4,5,1
2014,10,6,0,12,1
2007,4,21,11,29,1
2012,8,24,46,6,0
2020,7,29,47,4,0
2008,2,18,44,28,0
2018,8,22,55,31,0
2018,7,2,29,27,0
2010,5,31,18,9,1
2012,8,31,43,1,1
2016,12,23,53,18,1
2021,8,30,37,6,1
2022,4,4,45,10,1
2016,11,14,7,11,0
2011,11,23,3,22,1
2010,10,29,36,27,0
2007,5,21,28,25,0
2012,3,7,19,25,0
2007,2,6,27,30,0
2021,12,17,8,22,1
2018,8,13,23,27,0
2010,12,29,53,18,0
2017,3,31,28,25,0
2015,8,10,53,18,0
2007,1,29,42,17,0
2019,9,4,0,12,1
2021,9,15,9,5,1
2023,5,26,55,31,1
2012,7,4,13,16,0
2015,12,16,48,29,1
2021,5,28,40,27,0
2019,9,13,50,29,1
2022,10,24,3,22,0
2014,2,12,14,24,1
2018,6,18,41,4,0
2007,7,16,6,27,0
2010,3,8,2,3,1
2020,5,4,24,1,0
2014,1,17,13,16,0
2008,9,29,10,12,1
2021,6,21,44,28,0
2017,3,31,31,13,1
2022,6,17,25,18,0
2019,7,19,25,18,1
2023,4,14,9,5,0
2019,7,10,11,29,0
2007,1,25,45,10,1
2015,11,11,1,0,0
2009,8,21,55,31,0
2012,6,6,8,22,1
2014,2,28,5,25,1
2021,11,26,0,12,0
2007,2,6,45,10,0
2023,8,7,12,7,0
2015,5,11,42,17,1
2017,2,22,41,4,0
2008,6,30,12,7,1
2012,1,18,5,25,0
2012,10,1,34,20,1
2015,3,30,1,0,0
2016,9,28,44,28,0
2007,5,7,55,31,1
2010,12,24,49,26,0
2023,9,20,8,22,0
2021,2,15,51,8,0
2013,11,1,10,12,1
2010,3,29,0,12,1
2013,7,19,45,10,1
2021,5,7,27,30,0
2016,10,17,35,21,1
2014,2,7,31,13,1
2012,9,5,32,6,1
2011,8,15,45,10,1
2013,6,7,45,10,0
2010,7,5,5,25,1
2010,6,18,53,18,0
2008,2,1,4,5,1
2013,6,28,16,9,1
2010,2,8,5,25,0
2023,7,24,0,12,0
2011,12,7,27,30,1
2017,8,25,18,9,1
2020,8,12,7,11,1
2018,6,29,8,22,1
2018,12,3,38,23,1
2016,10,7,24,1,1
2012,6,6,29,27,0
2022,5,25,10,12,1
2017,7,7,15,8,1
2018,3,14,2,3,1
2023,10,25,53,18,0
2012,8,1,53,18,1
2014,11,7,28,25,0
2010,6,21,11,29,1
2016,1,22,18,9,1
2011,7,6,23,27,1
2014,6,23,15,8,1
2022,3,2,34,20,0
2010,7,30,50,29,1
2011,4,1,14,24,0
2014,3,24,30,19,1
2014,3,28,31,13,1
2022,8,29,4,5,0
2008,4,21,34,20,1
2014,9,22,54,20,0
2022,9,21,28,25,1
2015,10,21,47,4,0
2012,12,31,9,5,0
2019,10,11,32,6,1
2016,3,11,36,27,0
2021,10,8,36,27,0
2020,4,22,12,7,0
2010,6,25,40,27,0
2014,5,9,12,7,1
2022,1,10,32,6,0
2015,1,19,55,31,1
2018,4,30,20,11,1
2007,9,10,34,20,1
2023,9,11,25,18,0
2010,3,26,17,14,0
2010,11,17,8,22,0
2008,3,5,35,21,0
2015,12,11,33,29,1
2010,1,18,36,27,1
2007,1,23,49,26,0
2010,6,21,21,2,1
2007,3,26,4,5,0
2015,8,26,36,27,1
2007,5,8,37,6,1
2023,1,30,52,14,0
2008,1,18,27,30,1
2009,9,18,27,30,0
2019,2,20,9,5,0
2010,5,28,24,1,1
2015,8,3,22,11,0
2018,4,2,11,29,1
2013,12,20,15,8,0
2022,4,8,2,3,1
2014,5,9,53,18,0
2018,10,24,41,4,0
2009,12,16,0,12,0
2018,10,17,6,27,0
2008,6,27,26,15,1
2022,6,6,9,5,0
2018,7,6,9,5,0
2007,1,18,12,7,1
2015,6,8,10,12,1
2021,6,18,37,6,0
2020,1,8,10,12,0
2014,10,24,52,14,0
2013,2,20,24,1,1
2021,11,24,12,7,1
2010,8,23,11,29,0
2019,8,19,45,10,1
2010,5,17,48,29,0
2014,4,21,55,31,1
2021,8,9,23,27,1
2018,8,20,8,22,1
2009,5,25,44,28,1
2022,9,14,5,25,1
2010,6,11,45,10,1
2014,7,7,32,6,0
2022,1,19,34,20,0
2011,9,26,14,24,0
2008,11,7,3,22,0
2009,12,18,30,19,1
2020,11,25,48,29,1
2013,2,15,43,1,0
2010,9,22,50,29,0
2009,12,16,23,27,1
2016,9,30,31,13,0
2018,7,18,34,20,1
2017,1,11,21,2,1
2022,9,9,36,27,0
2015,3,27,46,6,1
2023,9,20,36,27,0
2012,12,28,27,30,0
2017,1,30,12,7,0
2021,6,11,10,12,0
2017,2,27,11,29,1
2011,11,4,0,12,0
2016,8,5,40,27,1
2011,9,28,33,29,0
2016,12,9,54,20,0
2012,8,17,18,9,0
2018,12,5,34,20,1
2014,11,19,28,25,1
2016,5,2,1,0,1
2020,12,30,48,29,1
2007,6,25,8,22,0
2008,10,31,31,13,0
2008,4,7,1,0,0
2011,3,9,42,17,1
2008,9,17,30,19,0
2017,10,13,5,25,0
2012,2,10,0,12,1
2014,12,26,6,27,1
2012,1,18,25,18,1
2011,1,19,1,0,0
2021,5,14,36,27,1
2019,9,23,46,6,0
2020,3,2,27,30,0
2021,11,19,22,11,1
2011,11,25,29,27,0
2008,8,18,2,3,1
2007,2,2,25,18,1
2007,11,26,8,22,1
2021,10,18,7,11,0
2011,1,14,50,29,1
2021,7,28,8,22,1
2011,3,18,34,20,1
2012,3,12,32,6,1
2022,5,4,35,21,1
2019,2,15,34,20,0
2020,10,26,37,6,1
2009,10,5,25,18,1
2019,12,13,18,9,0
2023,5,12,14,24,1
2009,2,11,53,18,1
2012,10,29,2,3,0
2021,8,6,48,29,1
2014,1,22,7,11,0
2015,9,9,24,1,0
2020,1,8,0,12,1
2016,12,12,42,17,0
2009,8,7,1,0,0
2017,7,24,11,29,0
2023,4,21,51,8,0
2018,2,19,29,27,0
2010,11,24,37,6,0
2013,3,1,3,22,1
2010,1,29,25,18,1
2009,3,20,4,5,1
2023,8,4,24,1,1
2015,3,23,16,9,1
2013,11,13,17,14,1
2021,11,12,23,27,1
2021,12,22,34,20,1
2007,3,16,48,29,0
2012,6,29,18,9,1
2008,6,25,33,29,0
2011,7,11,35,21,1
2012,7,4,0,12,0
2015,4,13,49,26,1
2019,12,13,8,22,0
2023,9,11,39,25,0
2015,1,16,36,27,1
2010,4,9,26,15,1
2023,3,24,40,27,0
2008,1,30,8,22,1
2022,10,14,15,8,1
2014,4,4,22,11,1
2015,9,14,49,26,1
2012,7,23,0,12,0
2013,5,8,40,27,0
2008,7,18,19,25,0
2018,7,20,55,31,1
2016,5,6,4,5,1
2018,9,7,42,17,0
2007,2,21,17,14,1
2023,9,18,19,25,1
2009,5,15,19,25,1
2007,11,12,34,20,0
2022,2,21,1,0,0
2012,3,7,49,26,0
2008,10,15,42,17,1
2017,9,4,52,14,1
2012,6,15,30,19,1
2021,6,9,53,18,0
2008,12,10,9,5,1
2023,8,30,18,9,0
2017,3,29,16,9,0
2009,10,9,27,30,0
2012,2,3,29,27,0
2015,7,6,17,14,0
2010,12,8,2,3,1
2012,9,19,24,1,1
2017,11,10,28,25,0
2015,3,9,14,24,1
2013,5,15,34,20,0
2023,8,7,12,7,1
2007,4,13,51,8,1
2022,1,21,12,7,1
2017,7,26,10,12,0
2011,6,8,4,5,0
2010,12,22,0,12,0
2014,9,3,29,27,1
2011,4,1,0,12,0
2021,2,12,5,25,1
2007,1,22,33,29,1
2007,5,10,41,4,0
2007,3,5,49,26,1
2007,2,27,43,1,1
2007,3,1,31,13,0
2015,10,9,36,27,0
2015,1,21,5,25,1
2011,11,28,10,12,0
2007,1,25,17,14,1
2010,5,19,53,18,1
2021,11,1,2,3,0
2014,10,3,5,25,0
2012,2,3,1,0,0
2010,4,30,36,27,0
2012,3,9,40,27,0
2015,11,18,36,27,0
2019,9,18,50,29,0
2016,9,12,45,10,0
2015,9,7,25,18,1
2016,7,15,12,7,0
2015,11,6,37,6,1
2016,6,13,2,3,1
2021,3,1,21,2,0
2007,5,15,18,9,1
2023,11,17,13,16,0
2018,7,13,36,27,1
2018,9,19,21,2,0
2017,6,7,35,21,1
2014,10,6,38,23,1
2017,6,28,48,29,0
2017,10,13,0,12,0
2014,12,10,32,6,0
2008,6,13,3,22,0
2010,5,19,29,27,1
2008,3,31,52,14,0
2016,2,12,29,27,1
2019,9,18,27,30,1
2016,6,15,30,19,1
2023,10,27,47,4,0
2014,4,28,9,5,0
2010,12,24,6,27,0
2016,8,8,24,1,0
2020,5,20,37,6,0
2018,5,16,52,14,1
2017,11,15,40,27,1
2011,2,16,32,6,1
2016,6,15,45,10,1
2008,11,12,42,17,0
2016,11,28,17,14,0
2014,4,2,10,12,1
2019,12,6,55,31,0
2014,7,7,31,13,0
2018,2,26,44,28,0
2008,11,10,20,11,1
2021,10,18,4,5,0
2021,11,10,13,16,0
2010,4,28,23,27,0
2018,8,20,41,4,1
2009,11,20,8,22,0
2008,7,28,2,3,0
2011,4,11,24,1,0
2009,3,13,32,6,1
2017,11,10,53,18,1
2023,1,16,10,12,1
2013,7,1,27,30,0
2015,1,9,15,8,0
2017,7,14,42,17,1
2021,7,30,10,12,0
2007,10,8,15,8,1
2023,11,1,7,11,1
2020,9,23,15,8,1
2011,10,10,17,14,0
2016,10,31,28,25,0
